Customer Review,text
Review 172,"We loved the San Carlos! From the minute we arrived we were treated like old friends. The front desk (Evelyn & Gabriel) were helpful and tried their best to get an early check in into our suite beacuse we arrived at about 9 a.m., but nothing was availble. While we waited, the front desk staff entertained our kids with magic tricks! When they did get us in (still a few hours earlier than official check in time) they gave us a beautiful suite on the 16th floor (quiet, spacious, good air conditioner-we were there during a heat wave). . The bell staff (Bobby, Johan and Matthew) were friendly and knowledgable, and gave us good suggestions for families since we were tourists traveling with a 10- & 11-year-old. During our stay there were thunderstorms and the hotel had ""loaner"" umbrellas near the door for our use as we cruised around the city, which was great.
I've read complaints from others about the conteniental breakfast, but we thought it was plenty of food and choices. Since it was included in the room price for the four of us, it was a terrific value (you can't beat free). The breakfast consisted of rolls, assorted pastries, bagels, (the little chocolate croissants were especially yummy), tea, coffee, hot chocolate, milk, orange juice, assorted yogurts, cottage cheese, whole apples, assorted jams, cream cheese, Rice Krispies and Corn Flakes. The nice lady working at the breakfast kept everything well stocked throughout the morning (7-10 a.m.)
Our suite was clean and well appointed and roomy (we couln't believe we had that much space in mid-town Manhattan). The housekeeping staff was wonderful too. They were available the minute we requested anything. Returning from our daily adventures, the place was always spotless and my dirty dishes were the all done. What a luxury! The kitchenette came with a microwave, refridgerator, sink, dishes/service for 4 +. 
The Hotel location is also wonderful. It's walking distance to many attractions and a variety of restaurants (although there is a subway station not too far away). The front door staff is on top of it when you need a cab hailed (although much of the time we just tried to walk off the great Italian food we'd eaten in the neighborhood).
The staff of the hotel went well above our expectations. We will ONLY stay at the San Carlos when we return to NYC. My kids are already saying, ""We miss the San Carlos."" Me too..."
Review 173,I don't think I have one bad thing to say about the San Carlos.
Review 174,"We flew into Newark and didn't arrive at the hotel until midnight. Bellperson on duty (Matt) was exceptional! Delivered our bags, set our thermostat, gave us a brief rundown of the entire suite. From the staff, we got restaurant recommendations, directions, etc. Always a smile, a joke, a friendly face. The suite itself was like a small apartment! Clean, comfortable beds, with room to move around. Even our 15 year old loved it, and she's the pickiest in our family! Continental breakfast left a bit to be desired, but everything else more than made up for it!!"
Review 175,"Eine bessere Lage wird man in New York City für ein Hotel wohl nicht finden. Das Sherry Netherland liegt im Herzen von Manhattan an der 5th Avenue direkt am südlichen Anfang des Central-Parks und neben dem berühmten Glass-Cube Apple-Store. Man kann also problemlos zu Fuß zum Shopping-Marathon aufbrechen oder (am besten am Wochenende) einen Spaziergang im Central-Park unternehmen.
Wir hatten eine sehr geräumige und stilvoll eingerichtete ""Courtyard View"" Suite im 11. Stock. Obwohl in einem der Zimmer gegenüber zur Zeit unseres Aufenthalts Renovierungsarbeiten liefen, haben wir in unserem Zimmer nie etwas davon gehört. Die Schallisolierung der Zimmer ist also hervorragend. Die Mini-Bar (Wasser und Softdrinks) gehörte zum Zimmer mit dazu und wurde täglich kostenlos aufgefüllt.
Das Personal war einfach großartig, immer freundlich und sehr hilfsbereit. Erst im Nachhinein haben herausgefunden, dass unser persönlicher Liebling Bell Captain Pete Brito (und das sehr zu Recht) zum New Yorker Bellboy des Jahres ausgezeichnet wurde. In Erinnerung blieb auch der Portier, der sich todesmutig in den New Yorker Rush-Hour Verkehr warf, um uns ein Taxi zum Airport zu besorgen. Ohne ihn wären wir wahrscheinlich heute noch dort ;) Ich glaub dass es in New York kaum ein anderes Hotel geben wird, in dem man genauso herzlich und freundlich behandelt wird wie im Sherry.
Die Zimmerpreise sind natürlich relativ hoch, aber die Reise und der Aufenthalt waren es definitiv wert! Wir können das Hotel uneingeschränkt empfehlen!"
Review 176,"Das Sherry Netherland liegt direkt am Central Park und somit in einer einzigartig guten Lage zum Shoppen und Sightseeing! Wir hatten ein sehr geräumiges, sauberes Zimmer direkt zur Strasse, somit einen tollen Blick auf Manhattan und Park, trotzdem war es völlig leise, da sehr guter Schallschutz.
Sehr freundliches und hilfsbereites Personal; Hotel ist uneingeschränkt zu empfehlen."
Review 177,"L'albergo si trova praticamente di fronte al Plaza e al Central Park nella Fifth Avenue; posizione bellissima e molto comoda. Albergo vecchio stile ma molto ben tenuto; camere molto pulite e servizio attento. La Concierge Tammy molto brava, efficiente e collaborativa.
Purtroppo il servizio di Ristorazione è dato in gestione al Ristorante Harry Cipriani e quindi al mattino, la piccola colazione mancava di atmosfera siamo perciò andati o al Plaza Hotel oppure al Hotel Pierre. Una mattina abbiamo utilizzato il servizio in camera per la piccola colazione ed è stata però molto buona Questo è stato l'unico neo e comunque, data la centralità e la pulizia dell' albergo sicuramente ci ritorneremo."
Review 178,"Great stay! Super clean, fast elevators, small but nice free breakfast, excellent staff. Will definitely stay here again. Not one complaint!"
Review 179,"Stayed here with wife and two boys. Rooms huge by new York standards - think of an embassy suites type room with upgraded finishes. Room had kitchenette with mini frig and microwave. Two TVs, two large closets, nice bathroom. View was of building next door. Smallish common areas include a nice computer lodge, nice but smallish lobby, and a breakfast room where the continental breakfast is served. Breakfast has cereals, yogurts, pastries. Great midtown location within short walk of lots of attractions. Subway station one block north. Get the one week metro pass and you can travel all over thes city for the cost of one round trio cab ride. Overall, a great base to explore and a good value compared to other NYC hotels."
Review 180,"Very good loation and nice area easy to walk in the area for eating or some shopping.
Very clean.
Very comfortable."
Review 181,"I traveled to Houston for business and Hotel Sorella was highly recommended by several co-workers. The hotel exceeded my expections and I have high standards.
The hotel is located in City Center with a number of restaurants and shops in the complex. This was a big plus for my colleague and I after a long day at work.
The room was spacious, modern and spotless and the complimentary breakfast was a nice touch. The fitness facility was small but very clean and well maintained.
Overall I found the service to be very friendly and accommodating. I would definitely return to Hotel Sorella for business or pleasure the next time I'm in Houston."
Review 182,"This is by far the best hotel I have stayed in. Every part of the hotel is decorated in a unique, chic way. The beds are amazingly soft! Breakfast is open near the main lobby with lounges, couches and huge windows leading out to a patio. I also highly recommend the hotel bar, Mona Lisa."
Review 183,Stayed on first floor. Service excellent. Nicely decorated for Xmas. Looks brand new everywhere. Room very clean and modern. Excellent value for $55. Fabulous breakfast. Complete with Texas shaped waffles! Kids loved it!
Review 184,"Hotel Sorella for my birthday. I absolutely love this hotel. The decor is hip, the location is great. Shopping and night life is just steps away. The one thing I don't like about this place are the vallet guys. They're quick to try to hustle the guests. Other than that, great place to take a staycation."
Review 185,This hotel was fantastic! Modern and very pretty inside. Extremely quick check in and very clean rooms. The pool was small but nice and refreshing. We walked to Eddie V's and Yard House which were both fantastic as well. Great to have so many shopping and dining choices within walking distance.
Review 186,"Lots to do and can walk to many things - shopping, good restaurants all within striking distance. Great rooms"
Review 187,"We stayed at the Sorella one night for a little b-day getaway on the recommendation of a good friend. I love the interior of the hotel and the decor, very pretty. Check in was fast and the desk attendant was very polite. The room was very roomy with modern decor. We decided to walk around the City Center area for a bit that afternoon...I guess I didn't realize how new the whole area is, but there are still very few retail stores occupying the spaces, however there are several restraunts, and there is still construction going on around the area. We decided to have a cupcake at Sweet and then a drink at Yard House. Later in the evening we walked over to Brio for dinner. The general area around the hotel outside was just swarming with people...and was still equally packed when we came back over 2 hours later after dinner...lots of kids running around too which I thought was strange since it was after 10pm and it doesn't strike me as a kid or family oriented area. After dinner we decided to go up the the hotel bar, the Monnalisa, for drinks and some live music. The music and drinks were great...but unfortunately we didn't stay too long because it was absolutely packed in there and there was no seating available by the time we got there...very little offered to begin with. We would have been ok to stand for a while and enjoy the music, but for some reason there is a large fire pit in the center of the room. While it looks really cool, it's still fire and it really heated the place up! That heat combined with the muggy and hot Houston air flowing in and out as people walked out onto the patio just made it uncomfortable in there. Next time I'll make sure we get there early so we can get a table...far away from the fire! We weren't ready to turn in for the night so decided to go over to the large lounge area near the lobby...there was ample seating there inside as well as outside and only a few people over there. We ended up sitting for a while on the patio (2nd floor) and people watched below. When we returned to our room we found a bottle of champagne waiting for us on ice! Neither one of us ordered it and there wasn't a note (and we weren't charged for it) so I'm assuming it was just a gift from the hotel...Nice :) I do have to say that the walls are paper thin. I was unfortunately kept up several hours throughout the night because of some drunken fools banging and screaming. From what I could hear, I believe they were asked to keep it down several times either by hotel staff or other guests, but that seemed to only fuel their behavior. So, while the bad behavior of others certainly isn't the hotel's fault, the walls provided VERY little noise buffer! I booked the room package that included sunday brunch at the hotel restaurant, Bistro Alex. The food and service here are great. I highly recommend this package for the value. The brunch included in the package is not buffet, but on a normal menu and you can just order to your content as many courses as you like...even dessert! One adult beverage per person is included too. I recommend the steak migas...soooo good! There were also musicians playing jazz music throughout brunch with was great! Also, we did not use the pool, but walked by it several times and were surprised at how super-tiny it is! the lounges by the pool look really nice, but I was just really surprised at how small the area is as well as the pool itself. If you are planning on some pool time during your stay, I'd get down there early to claim a spot! All in all, we had a good expreience, minus the noisy drunk idiots of course, and will definitely consider this hotel again."
Review 188,"My husband and I stayed at the Sorella for the second time for a weekend getaway, and it was just as amazing the 2nd time around as our 1st stay. The rooms are extremely clean and the staff are very polite and professional!"
Review 189,"The La Quinta in Houston, Texas on Normandy, St is a very nice LQ Inns and Suites, however, the neighborhood is not so nice.
Sirens all night, lots of shady/shabby looking houses, building, people in the area. It is on I-10 on the east side of Houston...not the greatest part of town. However, it was very close where I needed to go and had good ratings as a nice, clean property...which it is.
The check in was quick, friendly. The room was clean, smelled good and the beds were warm, soft and I slept ok, considering the sirens and such.
The property does have a security fence around it, however it is not gated. They do employee a security guard and that does help.
The breakfast was ok, typical LQ with mega starch/carbs combo. I was in a hurry, so I did eat there. 
Park your vehicle in front in the lighted area. Don't venture off the property after dark.
All went well during the stay, I would stay again if needed on the east side of Houston."
Review 190,"Was in town to work on a Habitat project nearby. Decided to stay in a hotel rather than having to fight early morning traffic from the west side of Houston. Chose this La Quinta based on reviews and price. Nice, clean hotel, although the hotel had a strange smell in the halls. It may have been new carpet or something. We did have an initial problem with service at the front desk when we arrived and after waiting a while had to actually call the hotel to get a response. The clerk claimed to be having problems of some kind, but once we were checked in our stay was fine. Breakfast was very good and the attendants were pleasant and helpful. This La Quinta is nice and our stay was pleasant. If you need to stay on the east side of Houston near Interstate 10 and want a nice, comfortable room at a good price, then I recommend this hotel."
Review 191,"I planned a one-night visit to Houston, TX for business. My meeting was located only about a mile from this LaQuinta (there is another LaQuinta located only about a mile to the west), and I saw the great reviews on this site, so I decided to stay here. It was great. 
The rooms were clean, comfortable, and business-friendly. The front-desk staff and other employees were overly friendly. The free breakfast in the morning was very good. An excellent bargain, and I would not hesitate to stay here in the future. 
Final note: The hotel is located about 25 minutes from Hobby Airport and about 35-40 from Bush International."
Review 192,"Should you ever need to stay on the east side of Houston just off I-10 and 15 minutes from downtown (depending on the time of day), this is currently the best choice. La Quinta Normandy is very new. As a result, so are all the fixtures, carpet, TVs, luxurious King beds, bathrooms and so on. For a budget hotel, this place is positively luxurious.
The pool was clean, the breakfast decent for being included (eggs, bacon or sausage, along with fruit, cereal, bread, bagels etc) and the staff was friendly and helpful. I cannot think of anything that wasn't right with this place, right down to the microwave and bar fridge in every room. A great bargain!"
Review 193,"My husband and I like to take mini vacations at high end hotels and resorts in the area-- less cost because of the greatly reduced transportation expense and a chance to be pampered. At a friend's recommendation we booked the Sorella in the City Center area of Houston. It's a sleek hotel, refined lines, excellent beds, nice towels and bathrobes and from some rooms a great view. Nice pool, great deck chairs but a very small area and a tiny pool. Parking is valet or self. We tried the Brennan's cafe in the hotel and had a nice flat bread appetizer and a great martini-- service was friendly but slow. Great restaurants nearby and interesting shops. The room was only $179 per night. We'll go back soon!"
Review 194,"Got a Deluxe Room facing the ""green"" to watch the 4th of July Fireworks. Although the fireworks show only last 10 minutes, the hotel room was worth it. Beautifully clean and modern. The kids enjoyed swimming, but I wish the kids were not kicked out of the pool at 9pm. We would have enjoyed watching the fireworks from the pool area."
Review 195,"The Hotel was super clean, nice modern-retro design, We stayed in the Jr. Suite. Pretty roomy, and pretty pricey! We called the front desk for a mini fridge and had it delivered to our room in about 10 minutes. The view was great from room 915. The free continental breakfast is fruit, cereal and a few pastries. The location is great, in the middle of city center houston. Check out time is noon. Overall it was a great two night stay."
Review 196,"We try to use any excuse to celebrate a weekend at Hotel Sorella. In fact, we only 2 miles from the hotel but lavish in the fact that it feels like it could be ""anywhere"" when we stay there! My favorite things are the pool, the Mona Lisa Bar that open onto the pool deck with wait service, Bistro Alex (Ask for Stephen), the modern Decor, the nice hotel staff, the pastries for breakfast, CityCenter, the shopping (Anthropologie), the movie theater (Studio Movie Grill) and Lifetime Fitness (w/Spa). My 7 year old also enjoys everything this hotel has to offer!"
Review 197,"The Sorella is a nice, contemporary hotel. Quiet for hotel traveler. The area where it's located is developing nicely, walk to shops and restaurants, convenient for business traveler."
Review 198,"Dieses ist immer wieder eines meiner Favouriten in Houston - basierend auf Preis / Leistung.
Das Haus ist sehr sehr sauber, Top Zimmer im gewohnten Hilton Garden Inn Standard. Top Bett, Kaffeemaschine und Külschrank.
WIFI und PArken ist für umme.
Es gibt ein Business Center und ein Fitmess Raum.
Frühstück ist klasse - als HH Diamnond für umme, aber echt gut. Eier nach Bestellung zubereitet und der Rest vom Buffet.
Ein klares GO"
Review 199,"Schöne Zimmer und sind sehr gut eingerichtet. Service was ausgezeichnet und das Hotel bietet viele extras, die ein Hilton halt bietet, gratis Internet, das auch relativ gute Qualität hatte. Das Frühstück für 10 Dollar war auch sehr gut. Es hat ein sehr gut ausgestattetes Fitness Raum, was sehr zu empfehlen ist, aber am besten morgens kommen, denn es füllt sich auch sehr schnell. Wie immer ist das Hilton zu empfehlen."
Review 200,"Quite a bit from the downtown, but if you you're in the area there's probably no better place to stay. Very good value for money. The breakfasts however are fruits and cereal only, so if you after some eggs and bacon you may be suprised (it's a healthy option though).
Amazing indoor sports/fitness centre just around the corner ($ 15 for an entry)."
